EVENTS,ShadowCacheUsageMB,DynamicTranslucencyResolution,DynamicNaniteScalingShadow,DynamicNaniteScalingPrimary,ShadowCacheUsageMB,ShadowCacheUsageMB,DrawSceneCommand_StartDelay,GPUSceneInstanceCount,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,TransientResourceCreateCount,TransientMemoryUsedMB,TransientMemoryAliasedMB,RHI/DrawCalls,RHI/PrimitivesDrawn,RenderThreadTime,GameThreadTime,GPUTime,RenderThreadTime_CriticalPath,RHIThreadTime,MemoryFreeMB,MaxFrameTime,FrameTime,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,CPUUsage_Process,CPUUsage_Idle,ShadowCacheUsageMB,ShadowCacheUsageMB,ShadowCacheUsageMB
,0,-100,-100,-100,0,0,8.6574,4594942,626.5430,626.4180,53,0,512,128,3201,1253868,14.6862,12.3838,12.4617,18.9460,13.7892,7307.1055,33.3333,18.9033,4311.2344,8493.3555,0,11618.3398,0.2313,0.081941,0,0,0
,0,-100,-100,-100,0,0,10.6444,4594942,626.5430,626.4180,53,3,512,128,3203,1238972,12.0429,11.6914,12.7705,20.6523,15.3653,7307.1055,33.3333,20.6280,4311.3164,8493.4297,0,11618.4219,0.2160,0.1157,0,0,0
,0,-100,-100,-100,0,0,8.8444,4594942,626.5430,626.4180,53,4,512,128,3214,1232964,11.6095,12.2624,12.3347,19.3153,14.3354,7307.1055,33.3333,19.2871,4311.3828,8493.4297,0,11618.4883,0.2263,0.1032,0,0,0
,0,-100,-100,-100,0,0,10.7561,4594942,626.5430,626.4180,53,2,512,128,3198,1232940,11.2223,11.2814,12.2120,20.2344,15.4160,7307.1055,33.3333,20.2867,4311.3867,8493.4297,0,11618.4922,0.2183,0.1093,0,0,0
,0,-100,-100,-100,0,0,9.5348,4594942,626.5430,626.4180,53,3,512,128,3182,1232944,11.5871,12.0536,12.0287,19.8069,13.6674,7310.2656,33.3333,19.8746,4308.9102,8490.8477,0,11619.1758,0.2259,0.1025,0,0,0
,0,-100,-100,-100,0,0,7.7771,4594942,626.5430,626.4180,53,4,512,128,3170,1232858,11.6765,12.9470,12.0211,18.5888,14.9075,7312.0938,33.3333,18.5559,4309.3672,8491.3125,0,11621.4609,0.2372,0.090019,0,0,0
,0,-100,-100,-100,0,0,8.4697,4594942,626.5430,626.4180,53,3,512,128,3135,1232436,12.6005,12.2434,12.1510,18.9193,13.7674,7311.4062,33.3333,18.8694,4311.4297,8493.4531,0,11622.8359,0.2303,0.096442,0,0,0
,0,-100,-100,-100,0,0,8.3474,4594942,626.5430,599.7305,53,2,512,128,3061,1231360,13.5215,13.0447,11.9895,19.3265,15.2563,7309.6484,33.3333,19.3473,4309.3281,8491.2109,0,11618.9766,0.2421,0.057582,0,0,0
,0,-100,-100,-100,0,0,6.3337,4594942,626.5430,626.4180,53,2,512,128,2996,1230444,11.9061,12.2107,12.9301,16.6163,16.5026,7309.0234,33.3333,16.6576,4311.6211,8493.7812,0,11620.6445,0.2463,0.078531,0,0,0
,0,-100,-100,-100,0,0,8.4367,4594942,626.5430,599.7305,53,1,512,128,2907,1118708,11.9604,11.6108,12.3236,18.5418,13.8677,7309.0234,33.3333,18.5277,4311.6875,8493.8477,0,11620.7109,0.2287,0.099789,0,0,0
,0,-100,-100,-100,0,0,9.8410,4594942,626.5430,626.4180,53,2,512,128,2829,1044938,12.1081,11.8246,12.8466,19.9808,13.7721,7308.9297,33.3333,20.0018,4312.0039,8494.0664,0,11620.9336,0.2223,0.1063,0,0,0
,0,-100,-100,-100,0,0,11.7082,4594942,626.5430,626.4180,53,4,512,128,2803,1038270,12.2034,12.0927,12.3285,21.8225,14.6193,7312.4062,33.3333,21.7957,4309.2188,8491.0508,0,11621.6250,0.2166,0.1104,0,0,0
,0,-100,-100,-100,0,0,8.6540,4594942,626.5430,599.7305,53,5,512,128,2761,996352,12.1308,11.6333,12.1902,18.7791,13.0792,7311.6562,33.3333,18.7726,4311.8750,8493.9492,0,11623.5312,0.2197,0.1096,0,0,0
,0,-100,-100,-100,0,0,9.3776,4594942,626.5430,599.7305,53,5,512,128,2771,947114,11.7057,11.8645,12.7580,19.1305,15.8726,7311.6562,33.3333,19.1434,4311.9219,8493.9492,0,11623.5781,0.2260,0.1012,0,0,0
,0,-100,-100,-100,0,0,8.2489,4594942,626.5430,599.6680,53,18,512,128,2498,820911,11.5536,11.4010,12.4068,17.8573,12.6564,7308.5117,33.3333,17.8705,4308.6914,8490.7227,0,11617.2031,0.2398,0.079696,0,0,0
,0,-100,-100,-100,0,0,8.9355,4594942,626.5430,599.6680,53,3,512,128,2312,747097,11.4794,11.2161,12.0132,18.2981,14.2657,7307.7617,33.3333,18.3079,4310.8945,8493.0117,0,11618.6562,0.2225,0.1082,0,0,0
,0,-100,-100,-100,0,0,6.5859,4594942,626.4805,599.6680,53,3,512,128,2223,701387,10.7614,11.5141,13.3466,16.3882,13.9158,7307.7617,33.3333,16.4069,4310.8945,8493.0117,0,11618.6562,0.2248,0.1024,0,0,0
,0,-100,-100,-100,0,0,9.4632,4594942,626.4805,599.6680,52,3,512,128,2206,696387,11.0979,11.1572,12.2523,18.5048,14.6526,7307.7617,33.3333,18.5051,4310.8945,8493.0117,0,11618.6562,0.2173,0.1129,0,0,0
,0,-100,-100,-100,0,0,9.1900,4594942,626.4805,599.6680,52,3,512,128,2199,696369,12.1940,12.1581,12.0059,19.4514,14.2236,7311.1602,33.3333,19.5006,4308.1914,8490.3633,0,11619.3516,0.2206,0.1092,0,0,0
,0,-100,-100,-100,0,0,7.8845,4594942,626.4805,626.3555,52,3,512,128,2193,693985,11.2439,11.4090,11.8176,17.6936,12.9941,7310.1602,33.3333,17.6279,4310.8242,8493.2383,0,11620.9844,0.2234,0.1034,0,0,0
,0,-100,-100,-100,0,0,5.9893,4594942,626.4805,599.6680,52,4,512,128,2190,693095,11.1571,11.1990,12.1826,15.4328,12.3238,7310.0977,33.3333,15.5055,4311,8493.2383,0,11621.0977,0.2472,0.082025,0,0,0
,0,-100,-100,-100,0,0,8.3422,4594942,626.4805,626.3555,52,3,512,128,2167,687523,10.7378,10.8610,11.6971,17.3926,13.4557,7310.1172,33.3333,17.2828,4311,8491.9219,0,11621.1172,0.2158,0.1153,0,0,0
,0,-100,-100,-100,0,0,12.9324,4594942,626.4805,599.6680,52,0,512,128,2165,687469,12.3908,11.3096,11.8562,22.3914,12.9359,7310.0625,33.3333,22.4540,4311.2148,8492.1367,0,11621.2773,0.1920,0.1390,0,0,0
,0,-100,-100,-100,0,0,8.3428,4594942,626.4805,599.6680,52,0,512,128,2167,687469,10.9391,11.5175,11.9044,18.0378,13.5355,7310.0625,33.3333,18.0257,4311.2305,8492.1367,0,11621.2930,0.2181,0.1096,0,0,0
,0,-100,-100,-100,0,0,9.0927,4594942,626.4805,599.6680,52,0,512,128,2176,687463,10.7258,11.5643,13.0308,19.0816,13.9202,7309.5625,33.3333,19.1503,4311.2305,8492.1367,0,11620.7930,0.2151,0.1155,0,0,0
,0,-100,-100,-100,0,0,9.4902,4594942,626.4805,599.6680,52,3,512,128,2183,687479,11.9700,12.5667,12.0074,19.9181,13.8821,7311.1992,33.3333,19.9094,4307.1562,8487.9180,0,11618.3555,0.2184,0.1079,0,0,0
,0,-100,-100,-100,0,0,7.3566,4594942,626.4805,599.6680,52,3,512,128,2191,687511,11.5334,10.8835,11.9041,16.7027,14.6717,7310.2617,33.3333,16.6694,4309.8477,8490.6641,0,11620.1094,0.2309,0.098537,0,0,0
,0,-100,-100,-100,0,0,7.6796,4594942,626.4805,599.6680,52,0,512,128,2163,687507,10.5238,11.4261,11.9954,17.1855,12.8844,7310.1992,33.3333,17.2115,4309.9922,8490.8086,0,11620.1914,0.2276,0.1028,0,0,0
,0,-100,-100,-100,0,0,7.2641,4594942,626.4805,599.6680,52,0,512,128,2163,687531,10.6360,11.2529,11.8746,16.7265,14.5150,7310.2461,33.3333,16.7125,4309.9961,8490.8672,0,11620.2422,0.2262,0.1021,0,0,0
,0,-100,-100,-100,0,0,8.2544,4594942,626.4805,599.6680,52,3,512,128,2176,687461,11.6880,11.9559,11.9123,17.9844,12.8629,7312.8203,33.3333,17.9946,4309.0312,8489.9023,0,11621.8516,0.2297,0.1025,0,0,0
,0,-100,-100,-100,0,0,5.8167,4594942,626.4805,599.6680,52,2,512,128,2164,687527,11.2668,12.2451,11.7677,16.3778,12.6754,7312.7578,33.3333,16.3833,4312.3008,8493.1719,0,11625.0586,0.2323,0.096543,0,0,0
,0,-100,-100,-100,0,0,6.7443,4594942,626.4805,599.6680,52,1,512,128,2164,687571,11.9348,12.2589,12.2075,17.2720,14.0696,7314.8867,33.3333,17.2220,4310.8828,8491.6992,0,11625.7695,0.2416,0.087753,0,0,0
,0,-100,-100,-100,0,0,8.2652,4594942,626.9805,598.1680,53,1,512,128,2156,687533,11.8118,11.9700,12.3437,18.0999,13.4995,7312.9062,33.3333,18.1652,4306.1680,8485.0781,0,11619.0742,0.2307,0.089535,0,0,0
,0,-100,-100,-100,0,0,10.3632,4594942,626.9805,598.1680,53,1,512,128,2164,686791,12.8372,11.6842,12.1868,20.1124,13.1946,7312.2812,33.3333,20.0931,4308.2305,8487.3438,0,11620.5117,0.2009,0.1271,0,0,0
,0,-100,-100,-100,0,0,7.1861,4594942,624.9805,624.8555,53,3,512,128,2159,685487,10.9604,11.4852,11.8276,16.9089,13.5977,7312.1562,33.3333,16.9416,4308.6328,8487.7227,0,11620.7891,0.2312,0.097184,0,0,0
,0,-100,-100,-100,0,0,9.3923,4594942,624.9805,598.1680,52,2,512,128,2158,685469,10.9983,10.9558,12.0550,18.5531,12.6411,7315.0156,33.3333,18.5597,4306.2617,8485.1797,0,11621.2773,0.2206,0.1110,0,0,0
,0,-100,-100,-100,0,0,11.7892,4594942,624.9805,598.1680,52,2,512,128,2227,685457,11.2529,10.9404,13.0005,21.1193,15.0287,7314.3906,33.3333,21.1215,4308.3164,8487.3750,0,11622.7070,0.1886,0.1495,0,0,0
,0,-100,-100,-100,0,0,9.1668,4594942,624.9805,598.1680,52,2,512,128,2162,685451,10.6796,12.0989,11.5898,19.4419,14.4228,7314.3047,33.3333,19.4399,4308.8633,8487.9414,0,11623.1680,0.2075,0.1187,0,0,0
,0,-100,-100,-100,0,0,9.5445,4594942,624.9805,598.1680,52,3,512,128,2174,682261,12.1314,11.1807,12.3159,18.9570,15.0935,7310.4727,33.3333,18.9808,4306.5312,8485.4766,0,11617.0039,0.2157,0.1058,0,0,0
,0,-100,-100,-100,0,0,11.3812,4594942,624.9805,598.1680,52,2,512,128,2164,682237,11.9489,12.4600,12.6688,21.5223,13.5254,7312.7500,33.3333,21.4842,4306.1758,8485.1875,0,11618.9258,0.1978,0.1316,0,0,0
,0,-100,-100,-100,0,0,7.0801,4594942,624.9805,597.6680,52,2,512,128,2163,682225,10.2559,12.0049,12.0691,17.4652,15.2354,7312.0625,33.3333,17.5294,4308.7227,8487.7500,0,11620.7852,0.2199,0.1109,0,0,0
,0,-100,-100,-100,0,0,8.6042,4594942,624.9805,597.6680,52,4,512,128,2140,682086,10.6797,11.2391,12.2844,18.1835,13.5591,7311.9375,33.3333,18.1735,4309.0938,8488.3086,0,11621.0312,0.2206,0.1103,0,0,0
,0,-100,-100,-100,0,0,6.5295,4594942,624.4805,597.6680,52,4,512,128,2143,681308,10.1434,11.0767,11.9835,16.0500,13.3184,7311.9375,33.3333,16.1104,4309.1953,8488.3086,0,11621.1328,0.2421,0.085889,0,0,0
,0,-100,-100,-100,0,0,7.9683,4594942,624.4805,597.6680,51,3,512,128,2142,681296,10.7712,11.5679,11.9532,17.6445,12.2550,7311.9375,33.3333,17.5295,4309.2656,8488.3086,0,11621.2031,0.2155,0.1144,0,0,0
,0,-100,-100,-100,0,0,12.3586,4594942,624.4805,597.6680,51,6,512,128,2135,681332,10.8756,10.8972,11.4081,21.3888,13.0486,7314.8281,33.3333,21.4677,4306.6953,8485.6523,0,11621.5234,0.1942,0.1361,0,0,0
,0,-100,-100,-100,0,0,7.8386,4594942,624.4805,597.6680,51,2,512,128,2133,681324,10.5776,11.3578,11.8856,17.4978,14.8192,7314.1992,33.3333,17.4663,4308.5156,8487.6797,0,11622.7148,0.2130,0.1182,0,0,0
,0,-100,-100,-100,0,0,10.2251,4594942,624.4805,597.6680,51,3,512,128,2135,681216,11.5338,11.4811,11.9197,19.8598,14.0282,7312.6406,33.3333,19.9123,4304.6055,8483.5352,0,11617.2461,0.2130,0.096520,0,0,0
,0,-100,-100,-100,0,0,7.7952,4594942,624.4805,597.6680,51,3,512,128,2144,681188,11.5652,12.0377,12.2859,18.0072,13.6999,7316.3672,33.3333,17.9897,4303.2344,8482.1836,0,11619.6016,0.2263,0.072085,0,0,0
,0,-100,-100,-100,0,0,8.9385,4594942,624.4805,597.6680,51,3,512,128,2151,681196,11.8318,13.3189,11.8684,19.9089,16.4423,7318.9727,33.3333,19.9347,4304.4609,8483.4102,0,11623.4336,0.2122,0.062722,0,0,0
,0,-100,-100,-100,0,0,7.7375,4594942,624.4805,597.6680,51,2,512,128,2147,681170,11.3782,12.1284,11.8384,17.9739,14.5490,7319.3594,33.3333,17.9550,4306.5703,8485.6094,0,11625.9297,0.2208,0.071861,0,0,0
,0,-100,-100,-100,0,0,11.4430,4594942,624.4805,597.6680,51,3,512,128,2143,681164,10.4101,11.3470,11.4672,20.9658,13.4987,7319.2969,33.3333,20.9428,4306.7070,8485.7461,0,11626.0039,0.1960,0.1373,0,0,0
,0,-100,-100,-100,0,0,7.1227,4594942,624.4805,597.6680,51,0,512,128,2131,681146,10.5798,10.8284,11.8748,16.3480,13.3113,7319.1641,33.3333,16.3570,4307.0195,8486.0586,0,11626.1836,0.2335,0.085835,0,0,0
,0,-100,-100,-100,0,0,8.0171,4594942,624.4805,597.6680,51,0,512,128,2144,681098,10.3361,11.6947,11.7747,18.0518,13.7321,7318.9258,33.3333,18.0568,4307.2070,8486.2461,0,11626.1328,0.2119,0.064749,0,0,0
,0,-100,-100,-100,0,0,8.5150,4594942,624.4805,597.6680,51,0,512,128,2131,681122,11.4356,11.7584,11.5522,18.2414,14.9998,7313.4023,33.3333,18.2929,4303.9297,8482.7539,0,11617.3320,0.2147,0.065395,0,0,0
,0,-100,-100,-100,0,0,9.4921,4594942,624.4805,597.6680,51,0,512,128,2129,680908,12.2436,11.5953,11.4224,18.4397,12.7058,7314.4531,33.3333,18.4023,4304.4766,8483.3008,0,11618.9297,0.2184,0.1005,0,0,0
,0,-100,-100,-100,0,0,6.2529,4594942,624.4805,597.6680,51,0,512,128,2129,680922,11.4030,11.3200,11.9902,16.1376,13.9470,7313.8281,33.3333,16.1306,4306.3008,8485.2109,0,11620.1289,0.2334,0.095338,0,0,0
,0,-100,-100,-100,0,0,10.2543,4594942,624.4805,597.6680,51,0,512,128,2129,680904,10.3575,11.1943,11.6643,19.7634,12.7564,7313.8281,33.3333,19.7721,4306.3008,8485.2109,0,11620.1289,0.2039,0.1283,0,0,0
,0,-100,-100,-100,0,0,6.5195,4594942,624.4805,597.6680,51,3,512,128,2141,683894,10.0888,11.5139,11.7835,16.3597,13.9263,7313.7656,33.3333,16.4036,4306.5117,8485.4219,0,11620.2773,0.2319,0.096971,0,0,0
,0,-100,-100,-100,0,0,8.7817,4594942,624.4805,597.6680,51,3,512,128,2136,682056,10.3282,11.6475,11.8973,18.4234,13.7884,7317.6055,33.3333,18.3669,4303.2461,8482.0469,0,11620.8516,0.2136,0.1171,0,0,0
,0,-100,-100,-100,0,0,10.1174,4594942,624.4805,597.6680,51,3,512,128,2197,685074,11.2280,11.1264,12.6405,19.4044,12.8745,7313.6875,33.3333,19.4515,4303.4961,8482.2969,0,11617.1836,0.2131,0.1121,0,0,0
,0,-100,-100,-100,0,0,9.4461,4594942,624.4805,597.6680,51,3,512,128,2131,684994,11.1152,11.9672,11.4094,19.4868,13.2774,7315.9258,33.3333,19.5607,4303.6406,8482.5039,0,11619.5664,0.2134,0.1136,0,0,0
,0,-100,-100,-100,0,0,9.2086,4594942,624.4805,597.6680,51,3,512,128,2115,684692,10.2961,11.3697,12.1252,18.2720,17.7498,7313.1523,33.3333,18.2056,4306.1797,8485.1289,0,11619.3320,0.2143,0.096214,0,0,0
,0,-100,-100,-100,0,0,7.4580,4594942,624.4805,597.6680,51,3,512,128,2129,684706,11.2705,11.3775,12.0520,17.2082,12.2061,7313.0273,33.3333,17.2067,4306.6133,8485.5703,0,11619.6406,0.2286,0.1006,0,0,0
,0,-100,-100,-100,0,0,7.2084,4594942,624.4805,597.6680,51,3,512,128,2116,684698,9.7401,12.1952,11.3601,17.0792,13.5584,7313.3398,33.3333,17.1052,4306.3008,8485.2578,0,11619.6406,0.2249,0.1073,0,0,0
,0,-100,-100,-100,0,0,11.0045,4594942,624.4805,597.6680,51,2,512,128,2113,684692,10.1173,11.2669,11.4975,20.6985,12.4633,7313.4336,33.3333,20.7078,4306.2266,8485.2930,0,11619.6602,0.1918,0.1425,0,0,0
,0,-100,-100,-100,0,0,12.3236,4594942,624.4805,597.6680,51,2,512,128,2121,685552,10.8014,11.2508,11.4469,21.6208,12.3300,7313.4336,33.3333,21.6158,4306.2812,8485.2930,0,11619.7148,0.1874,0.1431,0,0,0
,0,-100,-100,-100,0,0,10.2667,4594942,624.4805,597.6680,51,2,512,128,2120,686422,10.5712,11.0831,12.0263,19.5717,14.4196,7309.0586,33.3333,19.5574,4312.7188,8492.0820,0,11621.7773,0.2464,0.083200,0,0,0
,0,-100,-100,-100,0,0,10.5143,4594942,624.4805,597.6680,51,0,512,128,2113,686392,11.4863,11.5470,11.4379,19.8237,13.5739,7315.4062,33.3333,19.8283,4301.1914,8480.1016,0,11616.5977,0.2097,0.1150,0,0,0
,0,-100,-100,-100,0,0,7.7529,4594942,624.4805,597.6680,51,0,512,128,2112,687158,11.2734,11.1407,11.5597,17.1454,12.9423,7315.3516,33.3333,17.2394,4302.1055,8481.0156,0,11617.4570,0.2275,0.098706,0,0,0
,0,-100,-100,-100,0,0,13.4459,4594942,624.4805,597.6680,51,0,512,128,2114,687190,11.2153,11.4172,11.6196,23.0870,13.4210,7314.7891,33.3333,23.0428,4304.1953,8483.1914,0,11618.9844,0.1839,0.1441,0,0,0
,0,-100,-100,-100,0,0,8.4450,4594942,624.4805,597.6680,51,0,512,128,2123,687172,10.9271,11.0642,12.4171,17.7620,13.5761,7314.8047,33.3333,17.7258,4304.1953,8483.1914,0,11619,0.2106,0.1184,0,0,0
,0,-100,-100,-100,0,0,11.4698,4594942,624.4805,597.6680,51,0,512,128,2130,687172,10.3670,11.5501,12.2415,21.4737,13.3870,7314.8047,33.3333,21.4862,4304.6953,8483.6914,0,11619.5000,0.1909,0.1364,0,0,0
,0,-100,-100,-100,0,0,6.5817,4594942,624.4805,624.3555,51,0,512,128,2126,687168,10.6305,11.8910,11.3604,16.4876,13.4652,7314.8047,33.3333,16.5078,4305.3828,8484.3789,0,11620.1875,0.2362,0.091330,0,0,0
,0,-100,-100,-100,0,0,7.9751,4594942,624.4805,597.6680,51,0,512,128,2110,687192,10.3398,11.4975,11.8743,18.0152,13.7276,7314.4922,33.3333,17.9903,4305.5195,8484.5156,0,11620.0117,0.2231,0.1073,0,0,0
,0,-100,-100,-100,0,0,9.1810,4594942,624.4805,597.6680,51,0,512,128,2122,687214,12.5524,10.6859,11.2350,18.0607,14.8058,7317.6797,33.3333,18.1149,4302.7500,8481.6602,0,11620.4297,0.2237,0.1057,0,0,0
,0,-100,-100,-100,0,0,9.3013,4594942,624.4805,597.6680,51,0,512,128,2123,687218,10.7186,11.7558,11.3513,19.0643,12.9628,7317.0547,33.3333,19.0322,4305.0039,8484,0,11622.0586,0.2117,0.1188,0,0,0
,0,-100,-100,-100,0,0,7.9992,4594942,624.4805,597.6680,51,0,512,128,2110,687218,10.6395,11.0106,11.4994,17.3284,13.0331,7317.0547,33.3333,17.3462,4305.0039,8484,0,11622.0586,0.2203,0.1098,0,0,0
,0,-100,-100,-100,0,0,7.9268,4594942,624.4805,597.6680,51,0,512,128,2111,688016,10.7935,11.3391,11.8312,17.2253,12.6237,7319.2930,33.3333,17.4929,4302.8906,8482.0352,0,11622.1836,0.2234,0.1016,0,0,0
,0,-100,-100,-100,0,0,7.7995,4594942,624.4805,597.6680,51,0,512,128,2111,688020,11.8344,12.0956,11.5268,18.4543,13.8034,7318.5430,33.3333,18.1740,4304.8203,8483.8164,0,11623.3633,0.2162,0.1130,0,0,0
,0,-100,-100,-100,0,0,8.9966,4594942,624.4805,597.6680,51,0,512,128,2111,688024,10.4733,10.9167,11.4115,18.3445,14.0790,7318.2109,33.3333,18.3833,4305.2578,8484.2539,0,11623.4688,0.2133,0.1197,0,0,0
,0,-100,-100,-100,0,0,9.5418,4594942,624.4805,597.6680,51,0,512,128,2115,688012,10.4277,11.8398,11.5676,19.7618,13.3049,7318.1680,33.3333,19.7833,4305.4688,8484.4648,0,11623.6367,0.2069,0.1242,0,0,0
,0,-100,-100,-100,0,0,9.9086,4594942,624.4805,597.6680,51,1,512,128,2114,688038,11.1384,11.4208,11.3893,19.5164,12.2588,7321.7188,33.3333,19.5169,4302.5508,8481.4609,0,11624.2695,0.2125,0.1175,0,0,0
,0,-100,-100,-100,0,0,8.8741,4594942,624.4805,597.6680,51,0,512,128,2183,688030,10.5679,11.7693,12.1910,18.9096,13.9025,7320.5664,33.3333,18.8836,4304.8516,8483.8477,0,11625.4180,0.2104,0.1200,0,0,0
,0,-100,-100,-100,0,0,7.4800,4594942,624.4805,597.6680,51,0,512,128,2118,688048,10.2782,11.2151,11.8699,17.0816,12.3958,7320.2422,33.3333,17.1286,4305.0625,8484.0586,0,11625.3047,0.2292,0.089491,0,0,0
,0,-100,-100,-100,0,0,11.3108,4594942,624.4805,597.6680,51,0,512,128,2118,688044,10.9389,11.1793,11.3169,20.7386,13.9421,7320.2422,33.3333,20.7784,4305.0664,8484.0586,0,11625.3086,0.2014,0.1263,0,0,0
,0,-100,-100,-100,0,0,8.7785,4594942,624.4805,624.3555,51,0,512,128,2120,688058,10.6179,11.4084,12.9187,18.5793,12.9519,7320.2422,33.3333,18.5267,4305.0664,8484.0586,0,11625.3086,0.2081,0.1202,0,0,0
,0,-100,-100,-100,0,0,7.9825,4594942,624.4805,597.6680,51,2,512,128,2141,697048,11.9197,12.9541,11.3304,19.1169,14.0446,7316.6758,33.3333,19.1524,4300.3086,8479.2148,0,11616.9844,0.2209,0.092237,0,0,0
,0,-100,-100,-100,0,0,9.7991,4594942,624.4805,624.3555,51,0,512,128,2126,697052,10.6035,12.2958,11.4340,20.3845,13.9457,7315.9961,33.3333,20.3670,4303.0156,8482.0078,0,11619.0117,0.1931,0.1347,0,0,0
,0,-100,-100,-100,0,0,9.0117,4594942,624.4805,597.6680,51,2,512,128,2132,696558,12.0358,12.0566,11.7637,19.1632,13.2319,7319.6836,33.3333,19.2088,4300.0977,8479.0039,0,11619.7812,0.2207,0.1053,0,0,0
LS_BlockoutPostRift,0,-100,-100,-100,0,0,4.3696,4594942,624.4805,597.6680,51,0,512,128,2131,696582,11.0186,16.9798,11.8848,19.2347,13.8698,7320.8750,33.3333,19.2119,4303.2773,8482.5625,0,11624.1523,0.2311,0.095076,0,0,0
,0,-100,-100,-100,0,0,7.5159,4594942,624.4805,597.6680,51,2,512,128,2105,472702,12.0910,12.6842,11.1778,18.3666,12.7627,7319.6797,33.3333,18.3572,4306.0742,8486.3633,0,11625.7539,0.2251,0.1033,0,0,0
,0,-100,-100,-100,0,0,10.3018,4594942,624.4805,597.6680,51,1,512,128,2091,467368,10.3955,11.5662,11.6560,19.8447,13.8549,7315.9219,33.3333,19.8933,4302.8281,8482.0430,0,11618.7500,0.2134,0.1043,0,0,0
,0,-100,-100,-100,0,0,6.0170,4594942,624.4805,597.6680,51,3,512,128,2083,466212,10.8109,12.5615,11.4346,16.1732,12.8444,7314.8594,33.3333,16.5633,4306.3477,8485.2617,0,11621.2070,0.2420,0.083488,0,0,0
,0,-100,-100,-100,0,0,9.7277,4594942,624.4805,597.6680,51,3,512,128,2090,465882,11.7295,11.8523,11.8655,19.8808,12.5526,7313.1719,33.3333,19.3868,4308.8867,8488.3750,0,11622.0586,0.2099,0.1196,0,0,0
,0,-100,-100,-100,0,0,12.5484,4594942,624.4805,624.3555,51,4,512,128,2093,462586,11.1759,10.8062,11.0577,21.6559,14.6712,7313.1719,33.3333,21.7496,4308.9375,8488.4258,0,11622.1094,0.1878,0.1409,0,0,0
,0,-100,-100,-100,0,0,8.3456,4594942,624.4805,597.6680,51,4,512,128,2087,462582,10.0239,11.4366,11.6221,17.1698,13.3701,7317.9727,33.3333,17.1507,4304.8047,8484.2617,0,11622.7773,0.2354,0.1011,0,0,0
,0,-100,-100,-100,0,0,8.4594,4594942,624.4805,597.6680,51,4,512,128,2071,460296,12.3534,12.7679,11.7232,18.9076,12.7498,7316.4570,33.3333,18.9380,4308.1875,8487.8594,0,11624.6445,0.2060,0.1185,0,0,0
,0,-100,-100,-100,0,0,7.3909,4594942,624.4805,597.6680,51,0,512,128,2071,460308,11.3753,11.4192,11.2037,17.3383,13.1843,7316.6367,33.3333,17.3626,4308.1836,8487.7734,0,11624.8203,0.2315,0.095018,0,0,0
,0,-100,-100,-100,0,0,6.4107,4594942,624.4805,597.6680,51,0,512,128,2096,460330,10.4170,11.4456,11.5330,16.8787,14.1999,7314.8320,33.3333,16.8355,4304.5000,8484.0938,0,11619.3320,0.2366,0.085187,0,0,0
,0,-100,-100,-100,0,0,12.1412,4594942,624.4805,597.6680,51,0,512,128,2071,460332,10.4258,12.7046,11.6264,22.2766,12.5302,7315.0977,33.3333,22.2937,4306.6836,8486.3086,0,11621.7812,0.1825,0.1253,0,0,0
,0,-100,-100,-100,0,0,10.0723,4594942,624.4805,597.6680,51,0,512,128,2071,460348,11.3871,11.2718,11.0766,19.2431,13.7076,7318.0039,33.3333,19.2824,4304.5742,8484.1406,0,11622.5781,0.2083,0.089729,0,0,0
,0,-100,-100,-100,0,0,7.8627,4594942,624.4805,624.3555,51,0,512,128,2071,460354,12.2776,12.2847,11.0841,18.3795,13.7392,7316.4961,33.3333,18.3593,4307.2500,8487.2070,0,11623.7461,0.2202,0.054732,0,0,0
,0,-100,-100,-100,0,0,13.8841,4594942,624.4805,597.6680,51,0,512,128,2071,460378,11.8045,11.6401,11.0028,23.0175,14.6867,7314.2695,33.3333,23.0079,4303.8242,8484.1445,0,11618.0938,0.1901,0.1170,0,0,0
,0,-100,-100,-100,0,0,5.2361,4594942,624.4805,597.6680,51,2,512,128,2076,460472,10.6463,12.0352,11.1911,15.6081,13.1971,7313.0820,33.3333,15.5974,4310.0664,8490.1133,0,11623.1484,0.2318,0.095782,0,0,0
,0,-100,-100,-100,0,0,5.6303,4594942,624.4805,624.3555,51,3,512,128,2075,460560,11.0138,12.0303,11.5297,15.9555,12.9778,7316.1250,33.3333,15.9635,4307.7891,8487.0664,0,11623.9141,0.2405,0.088899,0,0,0
,0,-100,-100,-100,0,0,11.2877,4594942,624.4805,597.6680,51,3,512,128,2144,460568,12.0055,12.7604,11.6912,22.1988,13.4089,7316.9023,33.3333,22.2314,4308.0273,8487.4219,0,11624.9297,0.1923,0.1024,0,0,0
,0,-100,-100,-100,0,0,10.3795,4594942,624.4805,597.6680,51,3,512,128,2079,460524,11.2009,11.6518,11.2719,20.3425,14.1117,7316.7773,33.3333,20.3217,4308.5117,8487.8906,0,11625.2891,0.2000,0.1026,0,0,0
