EVENTS,ShadowCacheUsageMB,DynamicTranslucencyResolution,DynamicNaniteScalingShadow,DynamicNaniteScalingPrimary,ShadowCacheUsageMB,ShadowCacheUsageMB,DrawSceneCommand_StartDelay,GPUSceneInstanceCount,RenderTargetPoolSize,RenderTargetPoolUsed,RenderTargetPoolCount,TransientResourceCreateCount,TransientMemoryUsedMB,TransientMemoryAliasedMB,RHI/DrawCalls,RHI/PrimitivesDrawn,RenderThreadTime,GameThreadTime,GPUTime,RenderThreadTime_CriticalPath,RHIThreadTime,MemoryFreeMB,MaxFrameTime,FrameTime,PhysicalUsedMB,VirtualUsedMB,ExtendedUsedMB,SystemMaxMB,CPUUsage_Process,CPUUsage_Idle,ShadowCacheUsageMB,ShadowCacheUsageMB,ShadowCacheUsageMB
,0,-100,-100,-100,0,0,9.6171,4879371,598.4805,569.7930,55,0,512,128,2889,1817190,10.4655,11.2334,14.2697,19.0053,12.5504,7316.9141,33.3333,19.0393,4327.1680,8309.1055,0,11644.0820,0.2148,0.1166,0,0,0
,0,-100,-100,-100,0,0,11.2350,4879371,598.4805,598.3555,55,0,512,128,2899,1817178,9.7036,11.2309,13.8363,20.5225,12.4149,7319.1836,33.3333,20.5085,4325.1680,8307.0234,0,11644.3516,0.2038,0.1276,0,0,0
,0,-100,-100,-100,0,0,7.5788,4879371,598.4805,569.7930,55,0,512,128,2900,1817162,9.6853,11.5893,14.0459,17.5369,12.9979,7318.7422,33.3333,17.6002,4326.6562,8308.5273,0,11645.3984,0.2296,0.1009,0,0,0
,0,-100,-100,-100,0,0,8.8871,4879371,598.4805,569.7930,55,0,512,128,2889,1817136,10.0292,11.1406,13.1289,18.2178,14.0696,7318.4180,33.3333,18.1866,4322.7344,8304.5508,0,11641.1523,0.2281,0.096470,0,0,0
,0,-100,-100,-100,0,0,10.3522,4879371,598.4805,569.7930,55,0,512,128,2899,1817126,10.1351,12.0782,14.4880,20.6679,13.1393,7317.5430,33.3333,20.6807,4325.0859,8307.0625,0,11642.6289,0.2076,0.1139,0,0,0
,0,-100,-100,-100,0,0,8.3520,4879371,598.4805,598.3555,55,0,512,128,2900,1817112,9.8096,11.4498,14.6121,18.1916,12.7694,7317.5430,33.3333,18.3112,4325.2734,8307.3398,0,11642.8164,0.2164,0.1116,0,0,0
,0,-100,-100,-100,0,0,9.0878,4879371,598.4805,598.3555,55,0,512,128,2889,1817090,9.4000,11.5993,13.2674,18.8303,16.4801,7321.0586,33.3333,18.7612,4321.9922,8303.9023,0,11643.0508,0.2276,0.095783,0,0,0
,0,-100,-100,-100,0,0,8.5819,4879371,598.4805,598.3555,55,0,512,128,2899,1817060,12.5874,12.2228,14.0487,19.2767,13.5725,7366.5469,33.3333,19.2508,4275.5469,8257.3750,0,11642.0938,0.2218,0.094010,0,0,0
,0,-100,-100,-100,0,0,11.9828,4879371,598.4805,598.3555,55,0,512,128,2912,1817104,9.5338,11.4567,14.8688,21.5822,13.3736,7366.5469,33.3333,21.5911,4275.6562,8257.4609,0,11642.2031,0.1960,0.1363,0,0,0
,0,-100,-100,-100,0,0,8.0987,4879371,598.4805,598.3555,55,0,512,128,2889,1817072,9.6126,12.1932,13.6864,18.4025,13.1980,7366.5469,33.3333,18.4196,4275.6758,8257.4609,0,11642.2227,0.2227,0.1076,0,0,0
,0,-100,-100,-100,0,0,10.9511,4879371,598.4805,598.3555,55,0,512,128,2899,1817058,9.9223,11.8433,13.8934,20.1001,13.9589,7369.4609,33.3333,20.1068,4271.7266,8253.5273,0,11641.1875,0.2119,0.1089,0,0,0
,0,-100,-100,-100,0,0,10.6295,4879371,598.4805,569.7930,55,0,512,128,2900,1817038,9.9554,12.1409,14.3201,21.1752,12.0324,7369.0859,33.3333,21.1192,4272.9453,8254.8438,0,11642.0312,0.1935,0.1370,0,0,0
,0,-100,-100,-100,0,0,10.1435,4879371,598.4805,569.7930,55,0,512,128,2889,1817038,9.6315,11.3962,14.1399,19.8389,13.1919,7371.7188,33.3333,19.8499,4270.8477,8252.6484,0,11642.5664,0.2111,0.1190,0,0,0
,0,-100,-100,-100,0,0,9.1230,4879371,598.4805,569.7930,55,0,512,128,2899,1817008,10.1239,11.7152,13.7562,18.9707,12.2205,7373.7109,33.3333,18.9846,4270.1289,8251.9297,0,11643.8398,0.2080,0.1230,0,0,0
,0,-100,-100,-100,0,0,10.5085,4879371,598.4805,598.3555,55,1,512,128,2900,2042990,11.6310,12.0107,13.9710,20.8599,13.3695,7371.8359,33.3333,20.8874,4268.4727,8250.2930,0,11640.3086,0.2103,0.1147,0,0,0
,0,-100,-100,-100,0,0,7.5475,4879371,598.4805,598.3555,55,0,512,128,2889,2042980,9.5368,12.7664,13.4906,18.4622,11.8078,7371.1484,33.3333,18.4748,4271.8320,8253.6875,0,11642.9805,0.2211,0.1096,0,0,0
,0,-100,-100,-100,0,0,10.0649,4879371,598.4805,569.7930,55,0,512,128,2899,2042950,9.5129,12.0501,15.3809,20.3772,13.2662,7371.1484,33.3333,20.3760,4271.8945,8253.7734,0,11643.0430,0.2077,0.1232,0,0,0
,0,-100,-100,-100,0,0,8.1690,4879371,598.4805,598.3555,55,0,512,128,2900,2042944,9.4285,11.5435,14.3705,18.0053,12.8268,7371.1484,33.3333,18.0878,4271.8945,8253.7734,0,11643.0430,0.2273,0.1029,0,0,0
,0,-100,-100,-100,0,0,7.8062,4879371,598.4805,598.3555,55,1,512,128,2889,2042934,9.6171,11.7682,13.7706,18.0418,13.4823,7371.1484,33.3333,17.9835,4271.8945,8253.7734,0,11643.0430,0.2218,0.1092,0,0,0
,0,-100,-100,-100,0,0,8.6013,4879371,598.4805,569.7930,55,1,512,128,2901,2042908,8.9494,12.1844,14.3843,19.0805,13.5219,7371.1562,33.3333,19.0815,4271.8828,8253.8516,0,11643.0391,0.2162,0.1155,0,0,0
,0,-100,-100,-100,0,0,11.6439,4879371,598.4805,598.3555,55,4,512,128,2917,2042926,9.6602,11.7957,14.6453,21.7122,13.7807,7373.7188,33.3333,21.7108,4269.8516,8251.7617,0,11643.5703,0.2045,0.1272,0,0,0
,0,-100,-100,-100,0,0,8.1178,4879371,598.4805,598.3555,55,4,512,128,2892,2042872,11.6482,11.5921,13.7293,18.0814,13.2195,7373.3438,33.3333,18.1008,4271.4727,8253.3945,0,11644.8164,0.2229,0.1047,0,0,0
,0,-100,-100,-100,0,0,12.6106,4879371,598.4805,569.7930,55,3,512,128,2902,2042892,9.6744,11.6365,14.4144,22.5232,12.8373,7374.5938,33.3333,22.5510,4270.5820,8252.4453,0,11645.1758,0.1934,0.1372,0,0,0
,0,-100,-100,-100,0,0,7.9020,4879371,598.4805,569.7930,55,0,512,128,2903,2042858,10.0274,13.2783,14.0560,19.4727,13.6913,7377.4961,33.3333,19.4517,4268.8281,8250.6914,0,11646.3242,0.2230,0.1046,0,0,0
,0,-100,-100,-100,0,0,10.6372,4879371,598.4805,569.7930,55,1,512,128,2894,2042804,9.5549,12.0240,13.9832,20.9715,12.9295,7376.5898,33.3333,21.0462,4272.0039,8253.8984,0,11648.5938,0.2008,0.1317,0,0,0
,0,-100,-100,-100,0,0,7.5591,4879371,598.4805,569.7930,55,1,512,128,2906,2042780,8.6145,11.6080,14.3828,17.4948,13.4730,7376.5898,33.3333,17.4375,4272.0664,8253.9609,0,11648.6562,0.2234,0.1067,0,0,0
,0,-100,-100,-100,0,0,9.3744,4879371,598.4805,569.7930,55,1,512,128,2907,2042758,9.6655,11.6443,14.1128,19.4576,12.9619,7376.5898,33.3333,19.4403,4272.4883,8254.3828,0,11649.0781,0.2111,0.1200,0,0,0
,0,-100,-100,-100,0,0,8.1172,4879371,598.4805,598.3555,55,0,512,128,2898,2042730,9.7238,11.2592,13.3965,17.4320,13.5053,7371.4570,33.3333,17.4471,4270.5273,8252.3633,0,11641.9844,0.2251,0.095414,0,0,0
,0,-100,-100,-100,0,0,8.6982,4879371,598.4805,598.3555,55,1,512,128,2908,2042724,9.5845,11.8301,15.0068,18.9888,12.6223,7370.7695,33.3333,18.9985,4272.2305,8254.1836,0,11643,0.2118,0.1179,0,0,0
,0,-100,-100,-100,0,0,9.5354,4879371,598.4805,569.7930,55,1,512,128,2911,1816668,9.7086,11.5566,14.0721,19.4845,14.2682,7370.7695,33.3333,19.4927,4272.2930,8254.1836,0,11643.0625,0.2133,0.1147,0,0,0
,0,-100,-100,-100,0,0,11.0224,4879371,598.4805,598.3555,55,1,512,128,2900,1816642,9.1630,11.4127,13.3291,20.5144,13.2190,7372.8594,33.3333,20.4963,4270.7461,8252.6406,0,11643.6055,0.2034,0.1255,0,0,0
,0,-100,-100,-100,0,0,7.7927,4879371,598.4805,569.7930,55,1,512,128,2910,1816648,9.6201,11.5806,14.3983,17.8609,12.8997,7372.6094,33.3333,17.8682,4271.7812,8253.6758,0,11644.3906,0.2285,0.1009,0,0,0
,0,-100,-100,-100,0,0,10.2818,4879371,598.4805,569.7930,55,1,512,128,2919,1816626,9.7827,11.2454,14.5562,19.7257,13.7936,7374.1094,33.3333,19.7153,4270.8438,8252.6797,0,11644.9531,0.2164,0.1139,0,0,0
,0,-100,-100,-100,0,0,8.5424,4879371,598.4805,569.7930,55,1,512,128,2892,1816642,10.1766,12.1056,13.0884,18.8620,13.8781,7374.1211,33.3333,18.9043,4272.3750,8254.1914,0,11646.4961,0.2346,0.095147,0,0,0
,0,-100,-100,-100,0,0,11.4752,4879371,598.4805,598.3555,55,8,512,128,2902,1816640,9.3679,12.0422,15.7472,21.3538,13.6282,7370.8086,33.3333,21.3988,4272.2070,8254.2852,0,11643.0156,0.2008,0.1252,0,0,0
,0,-100,-100,-100,0,0,14.1888,4879371,598.4805,569.7930,55,1,512,128,2903,1816624,9.6604,12.6899,13.9096,25.2985,14.3636,7371.4688,33.3333,25.2860,4273.4688,8255.5156,0,11644.9375,0.1799,0.1194,0,0,0
,0,-100,-100,-100,0,0,10.1629,4879371,598.4805,598.3555,55,79,512,128,2893,1816236,11.9326,11.9880,14.9556,20.4449,14.3246,7371.4688,33.3333,20.4174,4273.5273,8255.5742,0,11644.9961,0.2063,0.074105,0,0,0
,0,-100,-100,-100,0,0,7.2959,4879371,598.4805,598.3555,55,2,512,128,2901,1816194,8.5310,13.1974,14.4415,18.0432,15.6765,7371.4688,33.3333,18.0561,4273.5273,8255.5742,0,11644.9961,0.2262,0.068356,0,0,0
,0,-100,-100,-100,0,0,12.5683,4879371,598.4805,569.7930,55,1,512,128,2906,1816192,9.9097,11.6639,14.9669,22.4983,12.4086,7373.2227,33.3333,22.4928,4272.2734,8254.3203,0,11645.4961,0.1942,0.1135,0,0,0
,0,-100,-100,-100,0,0,8.4979,4879371,598.4805,569.7930,55,14,512,128,2895,1816188,10.7164,12.2676,13.2822,18.9501,13.4006,7372.9727,33.3333,18.9463,4273.3555,8255.4023,0,11646.3281,0.2148,0.090115,0,0,0
,0,-100,-100,-100,0,0,10.9387,4879371,598.4805,569.7930,55,1,512,128,2907,1816214,10.0446,13.7530,14.7384,22.7489,13.9975,7376.6758,33.3333,22.7761,4272.6680,8254.8281,0,11649.3438,0.2005,0.1131,0,0,0
,0,-100,-100,-100,0,0,10.3155,4879371,598.4805,598.3555,55,1,512,128,2908,1816190,10.0025,12.0916,14.3606,20.6145,14.4473,7370.7930,33.3333,20.6479,4271.2773,8253.4141,0,11642.0703,0.2063,0.087149,0,0,0
,0,-100,-100,-100,0,0,7.3047,4879371,598.4805,598.3555,55,1,512,128,2895,1815438,9.4677,11.8820,13.7507,17.6673,12.9505,7370.5469,33.3333,17.6499,4272.5508,8254.6914,0,11643.0977,0.2221,0.1067,0,0,0
,0,-100,-100,-100,0,0,11.6029,4879371,598.4805,598.3555,55,1,512,128,2902,1799612,9.1540,12.7750,14.1928,22.5474,13.8769,7372.6523,33.3333,22.5767,4271.9805,8254.1602,0,11644.6328,0.1955,0.1313,0,0,0
,0,-100,-100,-100,0,0,8.9422,4879371,598.4805,569.7930,55,1,512,128,2917,1799650,8.4181,11.9673,15.2274,19.3718,12.8288,7372.6523,33.3333,19.3742,4273.2148,8255.3242,0,11645.8672,0.2115,0.1180,0,0,0
,0,-100,-100,-100,0,0,9.6083,4879371,598.4805,598.3555,55,1,512,128,2894,1799654,9.0648,12.1296,13.3803,19.8949,12.5781,7374.2422,33.3333,19.8726,4272.5352,8254.5859,0,11646.7773,0.2066,0.1209,0,0,0
,0,-100,-100,-100,0,0,8.1820,4879371,598.4805,569.7930,55,1,512,128,2904,1799654,10.5482,11.4272,14.2642,18.0370,12.9111,7373.8047,33.3333,18.0528,4273.6445,8255.7227,0,11647.4492,0.2197,0.1075,0,0,0
,0,-100,-100,-100,0,0,11.4178,4879371,598.4805,598.3555,55,1,512,128,2905,1799658,9.4261,11.5334,14.3435,21.4701,14.0100,7373.6797,33.3333,21.4847,4274.1172,8256.4102,0,11647.7969,0.2037,0.1229,0,0,0
,0,-100,-100,-100,0,0,10.2754,4879371,598.4805,598.3555,55,1,512,128,2892,1799650,9.4482,12.2562,14.2527,20.6370,14.7070,7370.9922,33.3333,20.6338,4272.8750,8255.1602,0,11643.8672,0.2046,0.1029,0,0,0
,0,-100,-100,-100,0,0,9.5009,4879371,598.4805,598.3555,55,1,512,128,2901,1799218,9.2362,11.6868,14.0441,19.5761,12.7220,7370.7422,33.3333,19.6098,4274.0234,8256.2852,0,11644.7656,0.2160,0.1207,0,0,0
,0,-100,-100,-100,0,0,9.0106,4879371,598.4805,598.3555,55,1,512,128,2902,1799208,9.6492,12.2002,14.0520,19.6743,12.1308,7370.7422,33.3333,19.6515,4274.1328,8256.3750,0,11644.8750,0.2073,0.1146,0,0,0
,0,-100,-100,-100,0,0,8.2562,4879371,598.4805,598.3555,55,1,512,128,2891,1799210,10.1185,11.7186,13.5183,18.3461,13.0893,7370.7422,33.3333,18.3503,4274.1562,8256.3750,0,11644.8984,0.2262,0.1016,0,0,0
,0,-100,-100,-100,0,0,10.2492,4879371,598.4805,598.3555,55,1,512,128,2899,1799248,10.1932,12.0989,15.8069,20.7612,14.2420,7370.6172,33.3333,20.7471,4274.4531,8256.6797,0,11645.0703,0.2025,0.1246,0,0,0
,0,-100,-100,-100,0,0,6.3385,4879371,598.4805,598.3555,55,1,512,128,2900,2026050,11.1824,13.4247,14.6618,18.0270,14.0545,7373.4688,33.3333,18.1335,4273.6094,8255.8789,0,11647.0781,0.2384,0.084205,0,0,0
,0,-100,-100,-100,0,0,6.9323,4879371,598.4805,569.7930,55,1,512,128,2889,2040640,9.8447,12.0977,13.8558,17.3282,13.1846,7373.1562,33.3333,17.2480,4274.0156,8256.5234,0,11647.1719,0.2416,0.084908,0,0,0
,0,-100,-100,-100,0,0,11.5444,4879371,598.4805,598.3555,55,1,512,128,2901,2040774,10.2546,11.1878,14.6294,20.2350,12.9598,7376.1211,33.3333,20.2365,4271.4844,8253.7188,0,11647.6055,0.2042,0.1235,0,0,0
,0,-100,-100,-100,0,0,9.3676,4879371,598.4805,598.3555,55,1,512,128,2916,2040776,10.3926,12.4303,15.5762,20.0723,12.7897,7375.4531,33.3333,20.0784,4273.7969,8256.0547,0,11649.2500,0.2096,0.1174,0,0,0
,0,-100,-100,-100,0,0,8.5278,4879371,598.4805,598.3555,55,1,512,128,2891,2040768,10.1101,12.2295,14.0596,19.0487,12.8393,7375.4531,33.3333,19.0726,4273.8164,8256.0547,0,11649.2695,0.2225,0.1089,0,0,0
,0,-100,-100,-100,0,0,9.2045,4879371,598.4805,569.7930,55,1,512,128,2901,2040748,10.0279,12.1211,14.9380,19.7315,13.5527,7375.4531,33.3333,19.7090,4273.9023,8256.1172,0,11649.3555,0.2201,0.1105,0,0,0
,0,-100,-100,-100,0,0,8.9617,4879371,598.4805,569.7930,55,1,512,128,2902,2040618,10.2990,11.9627,15.2039,19.1096,13.8880,7377.8906,33.3333,19.1326,4271.7461,8253.8672,0,11649.6367,0.2286,0.099574,0,0,0
,0,-100,-100,-100,0,0,8.5899,4879371,598.4805,598.3555,55,1,512,128,2897,2040594,10.1821,12.2326,14.8405,19.1809,13.5493,7376.8711,33.3333,19.1986,4273.6016,8255.7969,0,11650.4727,0.2192,0.1054,0,0,0
,0,-100,-100,-100,0,0,9.1966,4879371,598.4805,598.3555,55,1,512,128,2915,2040610,10.7456,11.8704,14.8264,19.4209,12.7431,7376.7578,33.3333,19.5277,4273.9805,8256.3906,0,11650.7383,0.2133,0.1085,0,0,0
,0,-100,-100,-100,0,0,10.0334,4879371,598.4805,598.3555,55,1,512,128,2916,2040610,9.5193,13.5551,14.4721,21.8098,15.0545,7369.1719,33.3333,21.7130,4272.1875,8254.5508,0,11641.3594,0.2099,0.1117,0,0,0
,0,-100,-100,-100,0,0,7.3870,4879371,598.4805,598.3555,55,1,512,128,2903,2040600,10.8237,12.1422,14.5046,17.9925,15.8008,7368.9219,33.3333,17.9833,4273.6797,8256.0547,0,11642.6016,0.2405,0.086954,0,0,0
,0,-100,-100,-100,0,0,7.9820,4879371,598.4805,598.3555,55,1,512,128,2915,2040560,10.5120,11.7830,15.1513,18.1031,13.3607,7368.9219,33.3333,18.1987,4273.8516,8256.2188,0,11642.7734,0.2313,0.095193,0,0,0
,0,-100,-100,-100,0,0,10.9287,4879371,598.4805,598.3555,55,1,512,128,2912,2040568,9.7263,12.5703,14.7173,21.7480,13.4431,7368.9219,33.3333,21.6860,4273.8750,8256.2188,0,11642.7969,0.2000,0.1291,0,0,0
,0,-100,-100,-100,0,0,8.3587,4879371,598.4805,569.7930,55,1,512,128,2899,2040588,9.7409,12.1863,14.1686,18.8471,13.6075,7368.9219,33.3333,18.8654,4273.8945,8256.2188,0,11642.8164,0.2190,0.1004,0,0,0
,0,-100,-100,-100,0,0,12.1337,4879371,598.4805,569.7930,55,1,512,128,2915,2040862,9.8617,11.2485,14.3466,21.7034,12.7651,7370.2266,33.3333,21.6953,4273.0234,8255.2734,0,11643.2500,0.1990,0.1323,0,0,0
,0,-100,-100,-100,0,0,10.0195,4879371,598.4805,569.7930,55,1,512,128,2922,2024538,9.8939,13.1714,15.1465,21.2826,14.0741,7370.0391,33.3333,21.2689,4274.6055,8257.0156,0,11644.6445,0.2077,0.1251,0,0,0
,0,-100,-100,-100,0,0,9.5817,4879371,598.4805,598.3555,55,1,512,128,2901,2025304,9.7011,11.7006,13.9935,19.5247,13.2766,7371.7773,33.3333,19.5705,4273.6367,8255.9727,0,11645.4141,0.2166,0.1104,0,0,0
,0,-100,-100,-100,0,0,8.5382,4879371,598.4805,598.3555,55,1,512,128,2905,2025130,10.1936,12.5388,14.7297,19.2177,13.4944,7371.4023,33.3333,19.1777,4275.2578,8257.6641,0,11646.6602,0.2070,0.1163,0,0,0
,0,-100,-100,-100,0,0,9.3670,4879371,598.4805,598.3555,55,1,512,128,2908,2025138,11.4043,11.8408,14.6782,19.7557,13.5084,7370.6523,33.3333,19.7523,4277.8047,8260.5195,0,11648.4570,0.2269,0.1008,0,0,0
,0,-100,-100,-100,0,0,10.7990,4879371,598.4805,598.3555,55,2,512,128,2899,2025916,11.0262,13.0031,14.6763,21.7215,13.2716,7370.0508,33.3333,21.7158,4273.3125,8255.4766,0,11643.3633,0.2088,0.1186,0,0,0
,0,-100,-100,-100,0,0,8.9007,4879371,598.4805,569.7930,55,1,512,128,2907,2025906,10.6733,13.4474,14.2399,20.6863,13.0055,7371.3203,33.3333,20.7492,4274.7344,8256.9180,0,11646.0547,0.2130,0.1189,0,0,0
,0,-100,-100,-100,0,0,9.5848,4879371,598.4805,598.3555,55,1,512,128,2902,2026056,10.7268,11.9760,15.8868,19.5715,13.2497,7373.4766,33.3333,19.5502,4272.9336,8255.0547,0,11646.4102,0.2205,0.1087,0,0,0
,0,-100,-100,-100,0,0,13.7913,4879371,598.4805,598.3555,55,1,512,128,2887,2025256,10.5511,11.7730,13.4893,23.6916,12.8862,7375.0703,33.3333,23.7104,4272.9297,8255.2930,0,11648,0.1929,0.1348,0,0,0
,0,-100,-100,-100,0,0,8.1978,4879371,598.4805,598.3555,55,1,512,128,2897,2025258,10.0132,13.7910,14.6695,20.1468,13.2606,7370.0156,33.3333,20.1502,4273.2422,8255.3750,0,11643.2578,0.2261,0.095661,0,0,0
,0,-100,-100,-100,0,0,9.2613,4879371,598.4805,598.3555,55,0,512,128,2900,2025224,9.9239,11.9463,14.1373,19.3113,13.4229,7369.6406,33.3333,19.3298,4274.8008,8256.9453,0,11644.4414,0.2117,0.1195,0,0,0
,0,-100,-100,-100,0,0,10.7224,4879371,598.4805,598.3555,55,1,512,128,2891,2025968,9.9136,12.0612,13.7573,20.5936,14.5192,7372.2031,33.3333,20.5570,4272.7812,8254.8711,0,11644.9844,0.2154,0.1113,0,0,0
,0,-100,-100,-100,0,0,11.6254,4879371,598.4805,598.3555,55,1,512,128,2901,2025966,10.7938,12.6983,14.0749,22.8648,13.0150,7371.6953,33.3333,22.8929,4277.6328,8259.7344,0,11649.3281,0.1867,0.1414,0,0,0
